Id,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Purchase Exchange Currencies,Type,Accounting,Accounting Execution Ids,Notes,OutgoingCashLink        
4128,Strides Pharma Sci Ltd,STAR,NSI,India Stocks,INR,21,949.7,23.85,2025-11-18 GMT+0530,13:45:00,,,Buy,,,,
4129,Strides Pharma Sci Ltd,STAR,NSI,India Stocks,INR,16,893.5,45.22,2026-03-12 GMT+0530,17:27:00,,,Sell,FIFO,,,
4130,Strides Pharma Sci Ltd,STAR,NSI,India Stocks,INR,15,893.05,0,2026-03-12 GMT+0530,17:27:00,,,Sell,FIFO,,,
4131,Strides Pharma Sci Ltd,STAR,NSI,India Stocks,INR,1,893.1,0,2026-03-12 GMT+0530,17:27:00,,,Sell,FIFO,,,
4132,Medplus Health Serv Ltd,MEDPLUS,NSI,India Stocks,INR,,,,,,,,,,,,
4133,Medplus Health Serv Ltd,MEDPLUS,NSI,India Stocks,INR,12,824.7,11.46,2025-11-04 GMT+0530,08:52:00,,,Buy,,,,
4134,Medplus Health Serv Ltd,MEDPLUS,NSI,India Stocks,INR,12,798.35,25.79,2026-06-30 GMT+0530,08:56:00,,,Sell,FIFO,,,
4135,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,,,,,,,,,,,,
4136,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,373,415,206.82,2025-11-10 GMT+0530,17:14:00,,,Buy,,,,
4137,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,47,414.95,0,2025-11-10 GMT+0530,17:15:00,,,Buy,,,,
4138,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,231,396.55,120.24,2026-02-03 GMT+0530,19:40:00,,,Sell,FIFO,,,
4139,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,24,396.5,0,2026-02-03 GMT+0530,19:41:00,,,Sell,FIFO,,,
4140,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,113,413.6,55.49,2026-02-10 GMT+0530,21:03:00,,,Buy,,,,
4141,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,10,383.25,4.98,2026-02-23 GMT+0530,20:17:00,,,Buy,,,,
4142,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,19,384.35,0,2026-05-20 GMT+0530,19:47:00,,,Sell,FIFO,,,
4143,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,269,384.4,131.08,2026-05-20 GMT+0530,19:48:00,,,Sell,FIFO,,,
4144,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,201,346.6,96.14,2026-07-31 GMT+0530,13:35:00,,,Buy,,,,
4145,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,33,346.55,0,2026-07-31 GMT+0530,13:35:00,,,Buy,,,,
4146,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,107,323.45,93.64,2026-08-04 GMT+0530,13:53:00,,,Sell,FIFO,,,
4147,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,49,323.5,0,2026-08-04 GMT+0530,13:54:00,,,Sell,FIFO,,,
4148,Jain Resource Recycling L,JAINREC,NSI,India Stocks,INR,78,323.55,0,2026-08-04 GMT+0530,13:55:00,,,Sell,FIFO,,,
4149,Chennai Petroleum Corp Lt,CHENNPETRO,NSI,India Stocks,INR,,,,,,,,,,,,
4150,Chennai Petroleum Corp Lt,CHENNPETRO,NSI,India Stocks,INR,9,1076.65,11.13,2025-11-18 GMT+0530,13:32:00,,,Buy,,,,
4151,Chennai Petroleum Corp Lt,CHENNPETRO,NSI,India Stocks,INR,4,826.3,0,2025-12-29 GMT+0530,12:21:00,,,Sell,FIFO,,,
4152,Chennai Petroleum Corp Lt,CHENNPETRO,NSI,India Stocks,INR,5,826.25,23.05,2025-12-29 GMT+0530,12:22:00,,,Sell,FIFO,,,
4153,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,,,,,,,,,,,,
4154,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,1,1592.7,0,2025-11-18 GMT+0530,13:34:00,,,Buy,,,,
4155,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,6,1592.65,25.13,2025-11-18 GMT+0530,13:35:00,,,Buy,,,,
4156,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,1,1591.8,0,2025-11-18 GMT+0530,13:35:00,,,Buy,,,,
4157,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,5,1592.95,0,2025-11-18 GMT+0530,13:36:00,,,Buy,,,,
4158,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,6,1016.7,0,2026-03-12 GMT+0530,14:36:00,,,Sell,FIFO,,,
4159,D. P. Abhushan Limited,DPABHUSHAN,NSI,India Stocks,INR,7,1016.9,29.05,2026-03-12 GMT+0530,14:37:00,,,Sell,FIFO,,,
4160,Rico Auto Industries Ltd,RICOAUTO,NSI,India Stocks,INR,,,,,,,,,,,,
4161,Rico Auto Industries Ltd,RICOAUTO,NSI,India Stocks,INR,168,112.45,24.11,2025-11-18 GMT+0530,13:40:00,,,Buy,,,,
4162,Rico Auto Industries Ltd,RICOAUTO,NSI,India Stocks,INR,13,112.46,0,2025-11-18 GMT+0530,13:42:00,,,Buy,,,,
4163,Sequent Scientific Ltd.,SEQUENT,NSI,India Stocks,INR,,,,,,,,,,,,
4164,Sequent Scientific Ltd.,SEQUENT,NSI,India Stocks,INR,43,236.72,12.56,2025-11-18 GMT+0530,13:43:00,,,Buy,,,,
4165,Sequent Scientific Ltd.,SEQUENT,NSI,India Stocks,INR,10,195.5,0,2025-12-09 GMT+0530,19:55:00,,,Sell,FIFO,,,
4166,Sequent Scientific Ltd.,SEQUENT,NSI,India Stocks,INR,33,195.45,24.13,2025-12-09 GMT+0530,19:56:00,,,Sell,FIFO,,,
4167,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,,,,,,,,,,,,
4168,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,34,677.85,0,2025-11-20 GMT+0530,11:01:00,,,Buy,,,,
4169,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,119,677.9,164.46,2025-11-20 GMT+0530,11:11:00,,,Buy,,,,
4170,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,51,677.8,0,2025-11-20 GMT+0530,11:11:00,,,Buy,,,,
4171,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,10,649.8,0,2026-02-03 GMT+0530,19:35:00,,,Sell,FIFO,,,
4172,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,29,649.5,0,2026-02-03 GMT+0530,19:36:00,,,Sell,FIFO,,,
4173,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,42,649.85,94.86,2026-02-03 GMT+0530,19:36:00,,,Sell,FIFO,,,
4174,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,11,649.7,0,2026-02-03 GMT+0530,19:36:00,,,Sell,FIFO,,,
4175,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,26,649.3,0,2026-02-03 GMT+0530,19:37:00,,,Sell,FIFO,,,
4176,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,19,731.5,16.42,2026-02-10 GMT+0530,20:40:00,,,Buy,,,,
4177,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,7,878.2,10.11,2026-05-22 GMT+0530,14:05:00,,,Buy,,,,
4178,Ather Energy Limited,ATHERENERG,NSI,India Stocks,INR,3,878.25,0,2026-05-22 GMT+0530,14:06:00,,,Buy,,,,
4179,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,,,,,,,,,,,,
4180,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,52,226.29,0,2025-11-20 GMT+0530,11:14:00,,,Buy,,,,
4181,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,300,226.32,177.46,2025-11-20 GMT+0530,11:14:00,,,Buy,,,,
4182,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,213,226.3,0,2025-11-20 GMT+0530,11:14:00,,,Buy,,,,
4183,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,98,226.31,0,2025-11-20 GMT+0530,11:15:00,,,Buy,,,,
4184,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,66,174.55,0,2025-12-19 GMT+0530,09:33:00,,,Sell,FIFO,,,
4185,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,276,174.5,0,2025-12-19 GMT+0530,09:34:00,,,Sell,FIFO,,,
4186,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,321,174.45,135.36,2025-12-19 GMT+0530,09:34:00,,,Sell,FIFO,,,
4187,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,116,243.13,44.84,2026-04-15 GMT+0530,20:13:00,,,Buy,,,,
4188,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,38,243.14,0,2026-04-15 GMT+0530,20:14:00,,,Buy,,,,
4189,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,8,262.85,2.18,2026-05-22 GMT+0530,14:09:00,,,Buy,,,,
4190,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,6,319,1.99,2026-07-22 GMT+0530,21:15:00,,,Buy,,,,
4191,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,67,319.95,30.88,2026-08-04 GMT+0530,13:47:00,,,Buy,,,,
4192,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,10,319.9,0,2026-08-04 GMT+0530,13:48:00,,,Buy,,,,
4193,Emmvee Photovoltaic Pwr L,EMMVEE,NSI,India Stocks,INR,4,319.8,0,2026-08-04 GMT+0530,13:48:00,,,Buy,,,,
4194,Hero Motocorp Limited,HEROMOTOCO,NSI,India Stocks,INR,,,,,,,,,,,,
4195,Hero Motocorp Limited,HEROMOTOCO,NSI,India Stocks,INR,11,6293,81.81,2025-12-02 GMT+0530,11:53:00,,,Buy,,,,
4196,Hero Motocorp Limited,HEROMOTOCO,NSI,India Stocks,INR,1210,0,0,2026-02-11 GMT+0530,21:25:00,,,Dividend,FIFO,,,
4197,Hero Motocorp Limited,HEROMOTOCO,NSI,India Stocks,INR,6,5417.6,77.64,2026-03-12 GMT+0530,16:25:00,,,Sell,FIFO,,,
4198,Hero Motocorp Limited,HEROMOTOCO,NSI,India Stocks,INR,5,5417.55,0,2026-03-12 GMT+0530,16:26:00,,,Sell,FIFO,,,
4199,Apl Apollo Tubes Ltd,APLAPOLLO,NSI,India Stocks,INR,,,,,,,,,,,,
4200,Apl Apollo Tubes Ltd,APLAPOLLO,NSI,India Stocks,INR,25,1808.7,60.54,2025-12-19 GMT+0530,09:26:00,,,Buy,,,,
4201,Apl Apollo Tubes Ltd,APLAPOLLO,NSI,India Stocks,INR,3,1808.6,0,2025-12-19 GMT+0530,09:27:00,,,Buy,,,,
4202,Apl Apollo Tubes Ltd,APLAPOLLO,NSI,India Stocks,INR,47,2117.7,118.25,2026-04-20 GMT+0530,16:06:00,,,Buy,,,,
4203,Apl Apollo Tubes Ltd,APLAPOLLO,NSI,India Stocks,INR,75,1757.95,153.18,2026-06-11 GMT+0530,18:56:00,,,Sell,FIFO,,,
4204,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,,,,,,,,,,,,
4205,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,60,70.16,0,2025-12-19 GMT+0530,09:29:00,,,Buy,,,,
4206,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,131,70.15,0,2025-12-19 GMT+0530,09:30:00,,,Buy,,,,
4207,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,113,70.14,0,2025-12-19 GMT+0530,09:30:00,,,Buy,,,,
4208,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,10,70.1,0,2025-12-19 GMT+0530,09:30:00,,,Buy,,,,
4209,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,400,70.07,60.33,2025-12-19 GMT+0530,09:31:00,,,Buy,,,,
4210,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,1,64.8,0,2026-03-12 GMT+0530,14:27:00,,,Sell,FIFO,,,
4211,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,112,64.71,0,2026-03-12 GMT+0530,14:27:00,,,Sell,FIFO,,,
4212,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,99,64.81,0,2026-03-12 GMT+0530,14:28:00,,,Sell,FIFO,,,
4213,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,457,64.73,63.66,2026-03-12 GMT+0530,14:28:00,,,Sell,FIFO,,,
4214,Asian Granito Ind. Ltd.,ASIANTILES,NSI,India Stocks,INR,45,64.74,0,2026-03-12 GMT+0530,14:28:00,,,Sell,FIFO,,,
4215,Apollo Micro Systems Ltd,APOLLO,NSI,India Stocks,INR,,,,,,,,,,,,
4216,Apollo Micro Systems Ltd,APOLLO,NSI,India Stocks,INR,725,275.7,238.78,2026-01-02 GMT+0530,19:14:00,,,Buy,,,,
4217,Apollo Micro Systems Ltd,APOLLO,NSI,India Stocks,INR,725,207,171.03,2026-03-12 GMT+0530,14:26:00,,,Sell,FIFO,,,
4218,Quality Power Elec Equp L,QPOWER,NSI,India Stocks,INR,,,,,,,,,,,,
4219,Quality Power Elec Equp L,QPOWER,NSI,India Stocks,INR,46,801.45,58.11,2026-01-02 GMT+0530,19:19:00,,,Buy,,,,
4220,Quality Power Elec Equp L,QPOWER,NSI,India Stocks,INR,15,801.35,0,2026-01-02 GMT+0530,19:20:00,,,Buy,,,,
4221,Quality Power Elec Equp L,QPOWER,NSI,India Stocks,INR,6,1076.85,0,2026-04-15 GMT+0530,20:31:00,,,Buy,,,,
4222,Quality Power Elec Equp L,QPOWER,NSI,India Stocks,INR,18,1076.8,30.81,2026-04-15 GMT+0530,20:31:00,,,Buy,,,,
4223,Quality Power Elec Equp L,QPOWER,NSI,India Stocks,INR,1,1138,1.18,2026-05-22 GMT+0530,14:21:00,,,Buy,,,,
4224,Central Bank Of India,CENTRALBK,NSI,India Stocks,INR,,,,,,,,,,,,
4225,Central Bank Of India,CENTRALBK,NSI,India Stocks,INR,300,38.89,14.1,2026-01-05 GMT+0530,18:33:00,,,Buy,,,,
4226,Central Bank Of India,CENTRALBK,NSI,India Stocks,INR,60,0,0,2026-01-23 GMT+0530,20:59:00,,,Dividend,FIFO,,,
4227,Central Bank Of India,CENTRALBK,NSI,India Stocks,INR,180,0,0,2026-05-08 GMT+0530,22:59:00,,,Dividend,FIFO,,,
4228,Central Bank Of India,CENTRALBK,NSI,India Stocks,INR,300,31.28,25.08,2026-05-25 GMT+0530,23:39:00,,,Sell,FIFO,,,
4229,Indo Farm Equipment Ltd,INDOFARM,NSI,India Stocks,INR,,,,,,,,,,,,
4230,Indo Farm Equipment Ltd,INDOFARM,NSI,India Stocks,INR,50,216.72,13.24,2026-01-05 GMT+0530,18:38:00,,,Buy,,,,
4231,Indo Farm Equipment Ltd,INDOFARM,NSI,India Stocks,INR,50,124.01,21.77,2026-03-12 GMT+0530,16:30:00,,,Sell,FIFO,,,
4232,Sansera Engineering Ltd,SANSERA,NSI,India Stocks,INR,,,,,,,,,,,,
4233,Sansera Engineering Ltd,SANSERA,NSI,India Stocks,INR,4,1843.1,0,2026-02-03 GMT+0530,20:03:00,,,Buy,,,,
4234,Sansera Engineering Ltd,SANSERA,NSI,India Stocks,INR,4,1842.8,0,2026-02-03 GMT+0530,20:03:00,,,Buy,,,,
4235,Sansera Engineering Ltd,SANSERA,NSI,India Stocks,INR,9,1842.9,65.36,2026-02-03 GMT+0530,20:04:00,,,Buy,,,,
4236,Sansera Engineering Ltd,SANSERA,NSI,India Stocks,INR,7,1843.7,0,2026-02-03 GMT+0530,20:04:00,,,Buy,,,,
4237,Sansera Engineering Ltd,SANSERA,NSI,India Stocks,INR,6,1843.2,0,2026-02-03 GMT+0530,20:04:00,,,Buy,,,,
4238,Siemens Energy India Ltd,ENRIN,NSI,India Stocks,INR,,,,,,,,,,,,
4239,Siemens Energy India Ltd,ENRIN,NSI,India Stocks,INR,22,2545,66.08,2026-02-03 GMT+0530,20:10:00,,,Buy,,,,
4240,Siemens Energy India Ltd,ENRIN,NSI,India Stocks,INR,9,3194.3,33.82,2026-05-20 GMT+0530,19:40:00,,,Buy,,,,
4241,Siemens Energy India Ltd,ENRIN,NSI,India Stocks,INR,1,3567.5,4.7,2026-05-22 GMT+0530,14:11:00,,,Buy,,,,
4242,Siemens Energy India Ltd,ENRIN,NSI,India Stocks,INR,8,3312,31.49,2026-08-04 GMT+0530,13:50:00,,,Buy,,,,
4243,Amber Enterprises (i) Ltd,AMBER,NSI,India Stocks,INR,,,,,,,,,,,,
4244,Amber Enterprises (i) Ltd,AMBER,NSI,India Stocks,INR,16,7409,0,2026-02-10 GMT+0530,20:32:00,,,Buy,,,,
4245,Amber Enterprises (i) Ltd,AMBER,NSI,India Stocks,INR,22,7408.5,336.1,2026-02-10 GMT+0530,20:33:00,,,Buy,,,,
4246,Amber Enterprises (i) Ltd,AMBER,NSI,India Stocks,INR,20,6997,291.49,2026-03-12 GMT+0530,14:22:00,,,Sell,FIFO,,,
4247,Amber Enterprises (i) Ltd,AMBER,NSI,India Stocks,INR,9,6998,0,2026-03-12 GMT+0530,14:23:00,,,Sell,FIFO,,,
4248,Amber Enterprises (i) Ltd,AMBER,NSI,India Stocks,INR,9,6997.5,0,2026-03-12 GMT+0530,14:23:00,,,Sell,FIFO,,,
4249,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,,,,,,,,,,,,
4250,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,1,575.55,0,2026-02-10 GMT+0530,20:35:00,,,Buy,,,,
4251,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,1,575.7,0,2026-02-10 GMT+0530,20:36:00,,,Buy,,,,
4252,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,91,575.75,103.28,2026-02-10 GMT+0530,20:37:00,,,Buy,,,,
4253,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,53,575.65,0,2026-02-10 GMT+0530,20:37:00,,,Buy,,,,
4254,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,4,575.5,0,2026-02-10 GMT+0530,20:37:00,,,Buy,,,,
4255,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,150,461.65,87.73,2026-03-12 GMT+0530,14:25:00,,,Sell,FIFO,,,
4256,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,22,450.4,0,2026-03-24 GMT+0530,13:12:00,,,Buy,,,,
4257,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,16,450.55,0,2026-03-24 GMT+0530,13:13:00,,,Buy,,,,
4258,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,180,450.5,182.52,2026-03-24 GMT+0530,13:13:00,,,Buy,,,,
4259,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,82,450.45,0,2026-03-24 GMT+0530,13:13:00,,,Buy,,,,
4260,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,39,450.95,0,2026-03-24 GMT+0530,13:14:00,,,Buy,,,,
4261,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,1000,434.8,520.34,2026-04-01 GMT+0530,20:35:00,,,Buy,,,,
4262,Anant Raj Limited,ANANTRAJ,NSI,India Stocks,INR,156,513.35,95.72,2026-04-20 GMT+0530,16:05:00,,,Buy,,,,
4263,Bharat Seats Limited,BHARATSE,NSI,India Stocks,INR,,,,,,,,,,,,
4264,Bharat Seats Limited,BHARATSE,NSI,India Stocks,INR,38,171.02,7.74,2026-02-10 GMT+0530,20:41:00,,,Buy,,,,
4265,Bharat Seats Limited,BHARATSE,NSI,India Stocks,INR,57,0,0,2026-07-17 GMT+0530,15:56:00,,,Dividend,FIFO,,,
4266,Dee Development Eng Ltd,DEEDEV,NSI,India Stocks,INR,,,,,,,,,,,,
4267,Dee Development Eng Ltd,DEEDEV,NSI,India Stocks,INR,75,216.82,18.87,2026-02-10 GMT+0530,20:45:00,,,Buy,,,,
4268,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,,,,,,,,,,,,
4269,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,15,979.8,17.25,2026-02-10 GMT+0530,20:53:00,,,Buy,,,,
4270,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,15,873.15,28.93,2026-03-12 GMT+0530,16:20:00,,,Sell,FIFO,,,
4271,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,2,848.15,0,2026-03-24 GMT+0530,13:16:00,,,Buy,,,,
4272,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,13,848.75,0,2026-03-24 GMT+0530,13:17:00,,,Buy,,,,
4273,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,5,848.45,0,2026-03-24 GMT+0530,13:17:00,,,Buy,,,,
4274,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,1,848.2,0,2026-03-24 GMT+0530,13:17:00,,,Buy,,,,
4275,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,41,849.15,101.75,2026-03-24 GMT+0530,13:18:00,,,Buy,,,,
4276,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,13,849,0,2026-03-24 GMT+0530,13:18:00,,,Buy,,,,
4277,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,1,848.95,0,2026-03-24 GMT+0530,13:18:00,,,Buy,,,,
4278,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,24,848.9,0,2026-03-24 GMT+0530,13:18:00,,,Buy,,,,
4279,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,100,851.7,101.36,2026-04-01 GMT+0530,20:36:00,,,Buy,,,,
4280,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,6,1026.85,0,2026-04-20 GMT+0530,16:16:00,,,Buy,,,,
4281,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,5,1027,0,2026-04-20 GMT+0530,16:17:00,,,Buy,,,,
4282,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,15,1026.95,0,2026-04-20 GMT+0530,16:17:00,,,Buy,,,,
4283,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,5,1026.9,0,2026-04-20 GMT+0530,16:17:00,,,Buy,,,,
4284,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,4,1027.15,0,2026-04-20 GMT+0530,16:18:00,,,Buy,,,,
4285,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,6,1027.1,0,2026-04-20 GMT+0530,16:18:00,,,Buy,,,,
4286,Gabriel India Ltd,GABRIEL,NSI,India Stocks,INR,28,1027.2,84.52,2026-04-20 GMT+0530,16:19:00,,,Buy,,,,
4287,Indo Tech Transform Ltd.,INDOTECH,NSI,India Stocks,INR,,,,,,,,,,,,
4288,Indo Tech Transform Ltd.,INDOTECH,NSI,India Stocks,INR,1,1470.95,0,2026-02-10 GMT+0530,21:00:00,,,Buy,,,,
4289,Indo Tech Transform Ltd.,INDOTECH,NSI,India Stocks,INR,7,1471,14.3,2026-02-10 GMT+0530,21:02:00,,,Buy,,,,
4290,Kpi Green Energy Limited,KPIGREEN,NSI,India Stocks,INR,,,,,,,,,,,,
4291,Kpi Green Energy Limited,KPIGREEN,NSI,India Stocks,INR,19,423.95,9.36,2026-02-10 GMT+0530,21:06:00,,,Buy,,,,
4292,Kpi Green Energy Limited,KPIGREEN,NSI,India Stocks,INR,19,382.6,22.88,2026-06-11 GMT+0530,19:03:00,,,Sell,FIFO,,,
4293,Krn Heat Exchange N Ref L,KRN,NSI,India Stocks,INR,,,,,,,,,,,,
4294,Krn Heat Exchange N Ref L,KRN,NSI,India Stocks,INR,19,734.85,16.48,2026-02-10 GMT+0530,21:08:00,,,Buy,,,,
4295,Ndr Auto Components Ltd,NDRAUTO,NSI,India Stocks,INR,,,,,,,,,,,,
4296,Ndr Auto Components Ltd,NDRAUTO,NSI,India Stocks,INR,19,779.35,17.48,2026-02-10 GMT+0530,21:10:00,,,Buy,,,,
4297,Ndr Auto Components Ltd,NDRAUTO,NSI,India Stocks,INR,18,687.25,28.99,2026-03-12 GMT+0530,16:51:00,,,Sell,FIFO,,,
4298,Ndr Auto Components Ltd,NDRAUTO,NSI,India Stocks,INR,1,689.45,0,2026-03-12 GMT+0530,16:51:00,,,Sell,FIFO,,,
4299,Pg Electroplast Ltd,PGEL,NSI,India Stocks,INR,,,,,,,,,,,,
4300,Pg Electroplast Ltd,PGEL,NSI,India Stocks,INR,138,607.35,108.51,2026-02-10 GMT+0530,21:15:00,,,Buy,,,,
4301,Pg Electroplast Ltd,PGEL,NSI,India Stocks,INR,12,607.45,0,2026-02-10 GMT+0530,21:16:00,,,Buy,,,,
4302,Pg Electroplast Ltd,PGEL,NSI,India Stocks,INR,150,531.5,98.05,2026-03-12 GMT+0530,16:54:00,,,Sell,FIFO,,,
4303,Pricol Limited,PRICOLLTD,NSI,India Stocks,INR,,,,,,,,,,,,
4304,Pricol Limited,PRICOLLTD,NSI,India Stocks,INR,19,589.8,26.25,2026-02-10 GMT+0530,21:22:00,,,Buy,,,,
4305,Pricol Limited,PRICOLLTD,NSI,India Stocks,INR,19,589.75,0,2026-02-10 GMT+0530,21:23:00,,,Buy,,,,
4306,Pricol Limited,PRICOLLTD,NSI,India Stocks,INR,19,540.3,36.64,2026-03-12 GMT+0530,16:58:00,,,Sell,FIFO,,,
4307,Pricol Limited,PRICOLLTD,NSI,India Stocks,INR,19,540.25,0,2026-03-12 GMT+0530,16:58:00,,,Sell,FIFO,,,
4308,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,,,,,,,,,,,,
4309,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,1,426.15,0,2026-02-10 GMT+0530,21:27:00,,,Buy,,,,
4310,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,47,426.2,38.42,2026-02-10 GMT+0530,21:28:00,,,Buy,,,,
4311,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,15,426.55,0,2026-02-10 GMT+0530,21:28:00,,,Buy,,,,
4312,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,12,426,0,2026-02-10 GMT+0530,21:28:00,,,Buy,,,,
4313,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,2,338.15,0,2026-03-12 GMT+0530,17:02:00,,,Sell,FIFO,,,
4314,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,10,338.3,0,2026-03-12 GMT+0530,17:02:00,,,Sell,FIFO,,,
4315,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,3,338.1,0,2026-03-12 GMT+0530,17:03:00,,,Sell,FIFO,,,
4316,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,2,338.25,0,2026-03-12 GMT+0530,17:03:00,,,Sell,FIFO,,,
4317,Saatvik Green Energy Ltd,SAATVIKGL,NSI,India Stocks,INR,2,338.2,0,2026-03-12 GMT+0530,17:03:00,,,Sell,FIFO,,,
